,imdb_rating,n_lines,n_directions,n_speak_char,Angela,Dwight,Jim,Kevin,Michael,Oscar,Pam,Phyllis,Ryan,Stanley,Kelly,Toby,Meredith,Darryl,Creed,Andy,Erin,Greg Daniels,Jeffrey Blitz,Ken Kwapis,Ken Whittingham,Other_director,Paul Feig,B.J. Novak,Gene Stupnitsky;Lee Eisenberg,Greg Daniels,Michael Schur,Other_writer,Paul Lieberstein,pos_score,neg_score
0,-1.2197524410267793,-0.9418556682550087,-1.1357826309333237,-1.3462399764654207,-1.1962926107959313,-0.28536328252567467,0.29241394274300353,-1.5305864996519076,0.6139430422800785,-0.4531134525350386,0.8753457971100964,-0.5508826588725132,0.7435922169736393,0.7324245550480504,-1.3691902386306039,-1.0639459350473317,-1.2671233117671534,-1.0468060347611068,-1.27298002636515,-1.4502096651160241,-0.998634227639073,-0.2852987010787279,-0.25071326821120354,3.807886552931954,-0.21199957600127198,-1.4671545156803885,-0.2852987010787279,-0.29617443887954614,-0.19775273765841186,-0.2254938084008487,-0.19775273765841184,0.6146362971528593,-0.27412498731513,0.18725176013954295,0.08445989777938416
1,0.09459738759494099,-1.5435056386624144,-1.7581572166289416,-2.509289296510481,-0.248425173316652,-1.12066811070087,-0.4409702628963682,0.1977144388481995,0.5161232603440625,0.97423066958829,-0.9366152701355911,-1.7741150293082213,0.21154369821088834,0.7324245550480504,-0.23597663457479695,0.18276823777482146,-1.2671233117671534,-1.0468060347611068,-1.27298002636515,-1.4502096651160241,-0.998634227639073,-0.2852987010787279,-0.25071326821120354,3.807886552931954,-0.21199957600127198,-1.4671545156803885,-0.2852987010787279,3.376388603226826,-0.19775273765841186,-0.2254938084008487,-0.19775273765841184,-1.6269784336399216,-0.27412498731513,1.8796355134842924,-0.9315365962605452
2,-0.6556082508458022,-0.6423409973055163,-1.6583078778398177,-2.080945839609986,-0.054606113826015365,1.3029892763134956,0.6018743751011288,-0.14397929886465097,0.1809194415104904,0.5574255393659897,0.4513086244336252,-1.7741150293082213,-0.6666669731182892,0.9435701182283813,-1.3691902386306039,-1.0639459350473317,0.5551535032444587,-1.0468060347611068,-1.27298002636515,-1.4502096651160241,-0.998634227639073,-0.2852987010787279,-0.25071326821120354,-0.2626128657194451,4.716990566028302,-1.4671545156803885,-0.2852987010787279,-0.29617443887954614,-0.19775273765841186,-0.2254938084008487,-0.19775273765841184,-1.6269784336399216,3.6479709850398083,0.9601596620299443,0.029562003741393186
3,-0.2802272288614394,-0.661381147021733,-1.3823589934401663,-1.695514361378615,0.25481936937051747,0.6617567163842575,0.9295803566896091,-0.8237265932988451,0.3975306547764469,1.0629874079168122,-0.16205440181547243,0.2983167481593831,0.21154369821088834,-0.2276902435583853,-1.3691902386306039,0.635524490010241,1.5257031090382902,-1.0468060347611068,-1.27298002636515,-1.4502096651160241,-0.998634227639073,-0.2852987010787279,-0.25071326821120354,-0.2626128657194451,-0.21199957600127198,0.6815914679145115,-0.2852987010787279,-0.29617443887954614,-0.19775273765841186,-0.2254938084008487,5.056820005836531,-1.6269784336399216,-0.27412498731513,1.4513308518626173,-0.13860292029045884
4,0.2818050552326559,-0.9209152189979471,0.15478248361112132,-0.4668437983311864,-0.48325803233677594,-0.5379954330260079,-0.658773893889012,-1.5305864996519076,0.9622671420770936,-0.7362601883027096,-0.7620252843157546,0.06880254988479681,0.7435922169736393,0.17292641399299805,-1.3691902386306039,-1.0639459350473317,-1.2671233117671534,1.198658763788831,-1.27298002636515,-1.4502096651160241,-0.998634227639073,3.5050983275386574,-0.25071326821120354,-0.2626128657194451,-0.21199957600127198,-1.4671545156803885,-0.2852987010787279,-0.29617443887954614,-0.19775273765841186,4.434711565216691,-0.19775273765841184,-1.6269784336399216,-0.27412498731513,-0.5189576298938509,0.8897792704340364
5,-0.843511564494417,0.814894801117794,-0.3476979574869566,-2.080945839609986,-0.48325803233677594,-0.3466150297723947,1.1876824058573574,-0.5653783390850082,0.9908600041744937,-1.1103085356669535,0.9745217418640697,-1.7741150293082213,1.0645801433562772,0.17292641399299805,-1.3691902386306039,0.8977143353238878,-1.2671233117671534,-1.0468060347611068,-1.27298002636515,-1.4502096651160241,-0.998634227639073,-0.2852987010787279,-0.25071326821120354,-0.2626128657194451,-0.21199957600127198,0.6815914679145115,-0.2852987010787279,-0.29617443887954614,-0.19775273765841186,-0.2254938084008487,-0.19775273765841184,0.6146362971528593,-0.27412498731513,1.3032979736924626,-0.866620128405767
6,0.8426279123714502,-0.42324196053753294,0.5708215778433554,0.013141643090065117,-1.1962926107959313,-0.10833836538491176,0.06769387524147431,-1.5305864996519076,0.8453838550825686,-0.7362601883027096,0.9252373770601883,1.094380373157413,-0.27051178315671226,1.28596788323104,0.8241688400994938,-1.0639459350473317,-1.2671233117671534,-0.35758457256334,-1.27298002636515,-1.4502096651160241,-0.998634227639073,3.5050983275386574,-0.25071326821120354,-0.2626128657194451,-0.21199957600127198,-1.4671545156803885,-0.2852987010787279,-0.29617443887954614,-0.19775273765841186,-0.2254938084008487,-0.19775273765841184,0.6146362971528593,-0.27412498731513,0.6429970710011884,-0.6759271234522338
7,-0.09274618126389543,0.01426502947922046,-0.5824129966454286,1.1223265764568884,-0.7821847688351486,-1.6655766360968376,-1.068978446900876,-0.14397929886465097,0.8897017743748703,-1.687529046906193,0.15879372793044,0.4958955104305525,-0.6666669731182892,-0.7975169418741027,-1.3691902386306039,1.7180337066867395,-0.2739434552285065,0.9038434296408984,-1.27298002636515,-1.4502096651160241,-0.998634227639073,-0.2852987010787279,-0.25071326821120354,3.807886552931954,-0.21199957600127198,-1.4671545156803885,-0.2852987010787279,3.376388603226826,-0.19775273765841186,-0.2254938084008487,-0.19775273765841184,-1.6269784336399216,-0.27412498731513,0.18725176013954295,0.08445989777938416
8,0.2818050552326559,-0.015812397115680412,-0.7090710551988519,-1.695514361378615,0.11064411670676498,1.016097683624076,1.1459452476355039,0.1977144388481995,0.645834250121041,0.6728383180394806,0.3372412798356499,-0.5508826588725132,0.3791219975873926,0.17292641399299805,-1.3691902386306039,-1.0639459350473317,-0.2739434552285065,-1.0468060347611068,-1.27298002636515,-1.4502096651160241,-0.998634227639073,-0.2852987010787279,-0.25071326821120354,-0.2626128657194451,-0.21199957600127198,-1.4671545156803885,3.5050983275386574,-0.29617443887954614,-0.19775273765841186,-0.2254938084008487,5.056820005836531,-1.6269784336399216,-0.27412498731513,0.9601596620299443,-1.4763577800888963
9,0.2818050552326559,0.5029903693181884,-0.6448964195216608,-1.0277715780946608,1.1512834589706573,1.3815642986772234,1.017726183583681,-0.5653783390850082,0.41479079246938394,-0.22274280594098556,-0.16205440181547243,0.4958955104305525,2.011431824996027,0.7324245550480504,0.3103189251284376,-1.0639459350473317,0.791745994665271,-1.0468060347611068,-1.27298002636515,-1.4502096651160241,-0.998634227639073,-0.2852987010787279,-0.25071326821120354,3.807886552931954,-0.21199957600127198,-1.4671545156803885,-0.2852987010787279,3.376388603226826,-0.19775273765841186,-0.2254938084008487,-0.19775273765841184,-1.6269784336399216,-0.27412498731513,0.3138684718912383,-0.9971421629944789
