,imdb_rating,n_lines,n_directions,n_speak_char,Angela,Dwight,Jim,Kevin,Michael,Oscar,Pam,Phyllis,Ryan,Stanley,Kelly,Toby,Meredith,Darryl,Creed,Andy,Erin,Charles McDougall,Greg Daniels,Ken Kwapis,Ken Whittingham,Other_director,Paul Feig,B.J. Novak,Gene Stupnitsky;Lee Eisenberg,Greg Daniels,Michael Schur,Other_writer,Paul Lieberstein,pos_score,neg_score
113,7.9,326,46,21,17.0,36.0,21.0,6.0,82.0,3.0,30.0,8.0,11.0,2.0,5.0,5.0,3.0,4.0,4.0,41.0,11.0,0,0,0,0,1,0,0,0,0,0,1,0,0.183,0.095
114,8.0,245,34,23,4.0,19.0,13.0,7.0,67.0,2.0,17.0,5.0,2.0,2.0,5.0,7.0,0.0,6.0,2.0,17.0,4.0,0,0,0,0,1,0,0,0,0,0,1,0,0.158,0.114
115,8.4,240,32,21,3.0,21.0,22.0,5.0,57.0,8.0,25.0,7.0,3.0,5.0,5.0,3.0,3.0,5.0,4.0,16.0,7.0,0,0,0,0,1,0,0,0,0,0,1,0,0.177,0.116
116,8.3,268,19,20,3.0,48.0,34.0,0.0,31.0,7.0,39.0,3.0,3.0,3.0,6.0,35.0,0.0,4.0,1.0,12.0,4.0,0,0,0,0,1,0,1,0,0,0,0,0,0.197,0.099
117,8.2,229,33,17,16.0,17.0,19.0,0.0,43.0,1.0,17.0,4.0,0.0,2.0,2.0,0.0,1.0,11.0,2.0,48.0,19.0,0,0,0,0,1,0,0,0,0,0,1,0,0.221,0.125
118,7.9,321,62,30,2.0,40.0,4.0,10.0,87.0,7.0,8.0,5.0,1.0,4.0,5.0,0.0,7.0,8.0,2.0,40.0,4.0,0,0,0,0,1,0,0,0,0,0,0,1,0.16,0.106
119,7.8,390,47,19,2.0,56.0,59.0,12.0,85.0,16.0,10.0,8.0,3.0,5.0,3.0,0.0,15.0,23.0,2.0,38.0,2.0,0,0,0,0,1,0,0,0,0,0,1,0,0.21,0.116
120,8.2,284,47,20,5.0,14.0,27.0,19.0,59.0,8.0,24.0,5.0,6.0,7.0,5.0,4.0,1.0,26.0,3.0,16.0,7.0,0,0,0,0,1,0,0,0,0,0,1,0,0.168,0.074
121,7.5,286,63,34,8.0,16.0,38.0,4.0,74.0,2.0,33.0,5.0,6.0,3.0,2.0,3.0,0.0,2.0,0.0,25.0,9.0,0,0,0,0,1,0,0,0,0,0,1,0,0.183,0.068
122,7.9,278,81,19,9.0,26.0,17.0,9.0,55.0,7.0,23.0,12.0,3.0,1.0,13.0,0.0,0.0,0.0,4.0,26.0,42.0,0,0,0,1,0,0,0,0,0,0,1,0,0.171,0.079
123,7.8,307,51,26,19.0,24.0,21.0,9.0,66.0,5.0,28.0,1.0,54.0,7.0,5.0,0.0,0.0,0.0,3.0,10.0,7.0,0,0,0,0,1,0,0,0,0,0,1,0,0.172,0.076
124,8.2,310,30,21,3.0,44.0,27.0,8.0,56.0,25.0,45.0,3.0,7.0,6.0,8.0,0.0,2.0,13.0,2.0,23.0,9.0,1,0,0,0,0,0,0,0,0,0,1,0,0.144,0.106
125,8.9,598,79,26,26.0,36.0,48.0,15.0,130.0,12.0,69.0,13.0,11.0,5.0,14.0,25.0,10.0,23.0,4.0,28.0,18.0,0,0,0,0,1,0,0,0,0,0,1,0,0.229,0.089
126,8.3,319,41,23,7.0,34.0,8.0,19.0,75.0,3.0,31.0,9.0,6.0,0.0,10.0,0.0,1.0,21.0,13.0,21.0,21.0,0,0,0,0,1,0,0,0,0,0,1,0,0.217,0.104
127,7.7,284,46,25,0.0,19.0,23.0,9.0,36.0,14.0,18.0,3.0,8.0,2.0,12.0,0.0,0.0,3.0,2.0,50.0,25.0,0,0,0,0,1,0,0,0,0,0,1,0,0.218,0.079
128,8.5,310,33,26,1.0,26.0,32.0,7.0,42.0,12.0,36.0,10.0,6.0,3.0,9.0,0.0,3.0,8.0,0.0,13.0,14.0,0,0,0,0,1,0,0,0,0,0,1,0,0.172,0.089
129,8.4,352,50,20,9.0,24.0,23.0,13.0,71.0,15.0,24.0,3.0,6.0,1.0,1.0,0.0,1.0,15.0,1.0,37.0,38.0,0,1,0,0,0,0,0,0,0,0,1,0,0.212,0.113
130,9.3,194,81,28,0.0,4.0,6.0,4.0,70.0,2.0,8.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,1.0,2.0,1.0,0,0,0,0,1,0,1,0,0,0,0,0,0.213,0.116
131,7.5,313,90,19,1.0,41.0,37.0,13.0,57.0,1.0,36.0,1.0,4.0,1.0,3.0,0.0,3.0,0.0,0.0,29.0,10.0,0,0,0,0,1,0,0,0,0,0,1,0,0.2,0.083
132,9.2,290,22,20,1.0,31.0,24.0,18.0,72.0,7.0,32.0,3.0,9.0,1.0,3.0,0.0,3.0,10.0,0.0,17.0,0.0,0,0,0,0,1,0,0,0,0,0,1,0,0.156,0.093
133,7.8,244,56,21,4.0,10.0,10.0,4.0,67.0,5.0,8.0,2.0,1.0,3.0,5.0,0.0,1.0,8.0,0.0,11.0,10.0,0,0,0,0,1,0,0,0,0,0,1,0,0.217,0.076
134,8.9,262,98,25,1.0,12.0,22.0,6.0,82.0,5.0,15.0,2.0,6.0,3.0,0.0,2.0,6.0,2.0,1.0,4.0,12.0,0,0,0,0,1,0,0,0,0,0,1,0,0.205,0.077
135,9.7,329,135,25,12.0,14.0,18.0,11.0,115.0,6.0,19.0,18.0,3.0,7.0,3.0,5.0,6.0,3.0,2.0,24.0,12.0,0,0,0,0,0,1,0,0,1,0,0,0,0.189,0.088
136,7.7,265,62,16,4.0,20.0,40.0,13.0,0.0,2.0,24.0,4.0,15.0,0.0,15.0,1.0,0.0,8.0,0.0,9.0,3.0,0,0,0,0,1,0,0,0,0,0,1,0,0.167,0.107
137,8.7,257,54,21,11.0,72.0,27.0,20.0,0.0,4.0,11.0,5.0,2.0,1.0,6.0,6.0,1.0,5.0,2.0,26.0,13.0,0,0,0,0,1,0,0,0,0,0,1,0,0.185,0.114
138,8.8,494,166,34,11.0,44.0,90.0,14.0,0.0,22.0,32.0,20.0,11.0,4.0,17.0,13.0,6.0,27.0,17.0,25.0,23.0,0,0,0,0,1,0,0,0,0,0,0,1,0.188,0.08
139,8.2,226,31,16,6.0,28.0,33.0,8.0,0.0,4.0,23.0,10.0,1.0,8.0,5.0,1.0,5.0,4.0,0.0,50.0,9.0,0,0,0,0,1,0,1,0,0,0,0,0,0.21,0.091
140,8.2,290,46,18,14.0,21.0,39.0,24.0,0.0,7.0,33.0,7.0,4.0,5.0,3.0,0.0,5.0,7.0,0.0,72.0,12.0,1,0,0,0,0,0,0,0,0,0,0,1,0.177,0.082
141,7.3,288,48,21,3.0,31.0,43.0,14.0,0.0,18.0,23.0,6.0,5.0,0.0,6.0,1.0,4.0,49.0,1.0,63.0,8.0,0,0,0,0,1,0,0,0,0,0,1,0,0.19,0.083
142,8.1,241,29,23,7.0,26.0,22.0,4.0,0.0,9.0,10.0,3.0,7.0,1.0,3.0,6.0,5.0,9.0,0.0,61.0,5.0,0,0,0,0,1,0,0,0,0,0,1,0,0.22,0.063
143,7.6,264,39,19,4.0,18.0,25.0,9.0,0.0,7.0,24.0,7.0,3.0,3.0,12.0,7.0,5.0,9.0,3.0,34.0,36.0,0,0,0,0,1,0,0,0,0,0,1,0,0.171,0.103
144,7.8,294,54,18,7.0,48.0,36.0,10.0,0.0,11.0,17.0,2.0,3.0,7.0,5.0,8.0,0.0,15.0,0.0,48.0,7.0,0,0,0,0,1,0,0,0,0,0,1,0,0.184,0.109
145,7.7,321,37,22,0.0,55.0,40.0,15.0,0.0,4.0,65.0,2.0,6.0,0.0,6.0,4.0,0.0,23.0,2.0,43.0,13.0,0,0,0,0,1,0,0,0,0,0,1,0,0.191,0.117
146,7.0,238,30,25,1.0,26.0,16.0,15.0,0.0,18.0,17.0,6.0,11.0,4.0,4.0,0.0,1.0,11.0,0.0,45.0,13.0,0,0,0,0,1,0,0,0,0,0,1,0,0.181,0.103
147,7.7,278,49,16,2.0,48.0,26.0,2.0,0.0,11.0,0.0,3.0,3.0,0.0,1.0,3.0,0.0,24.0,2.0,57.0,7.0,0,0,0,0,1,0,0,0,0,0,1,0,0.178,0.075
148,8.0,310,49,19,2.0,23.0,40.0,9.0,0.0,9.0,0.0,7.0,6.0,5.0,10.0,6.0,14.0,10.0,2.0,75.0,37.0,0,0,0,0,1,0,0,0,0,0,1,0,0.25,0.07
149,7.9,237,44,23,1.0,34.0,17.0,15.0,0.0,17.0,0.0,3.0,6.0,4.0,2.0,0.0,6.0,10.0,1.0,36.0,5.0,0,0,0,0,1,0,0,0,0,0,1,0,0.169,0.061
150,8.0,273,62,20,4.0,37.0,21.0,11.0,0.0,11.0,0.0,2.0,8.0,7.0,6.0,7.0,9.0,9.0,0.0,38.0,48.0,1,0,0,0,0,0,0,0,0,0,1,0,0.207,0.125
151,7.5,329,44,23,31.0,57.0,59.0,12.0,0.0,24.0,24.0,11.0,2.0,4.0,2.0,5.0,2.0,5.0,4.0,41.0,12.0,0,0,0,0,1,0,0,0,0,0,1,0,0.166,0.094
152,7.8,290,36,21,8.0,67.0,30.0,5.0,0.0,4.0,29.0,2.0,12.0,7.0,8.0,2.0,2.0,23.0,1.0,45.0,14.0,0,0,0,0,1,0,0,0,0,0,1,0,0.21,0.08
153,7.9,245,52,21,0.0,63.0,32.0,2.0,0.0,1.0,10.0,0.0,9.0,13.0,3.0,0.0,2.0,4.0,2.0,22.0,21.0,0,0,0,0,1,0,0,0,0,0,1,0,0.18,0.099
154,8.1,339,52,20,11.0,60.0,53.0,4.0,0.0,10.0,15.0,4.0,20.0,6.0,8.0,0.0,0.0,14.0,0.0,20.0,19.0,0,0,0,0,1,0,0,0,0,0,1,0,0.176,0.094
155,7.8,259,32,29,9.0,53.0,28.0,8.0,0.0,6.0,10.0,2.0,17.0,1.0,9.0,18.0,3.0,4.0,0.0,28.0,10.0,0,0,0,0,1,0,0,0,0,0,1,0,0.184,0.127
156,7.8,264,106,23,3.0,45.0,45.0,19.0,0.0,4.0,10.0,6.0,2.0,2.0,3.0,16.0,1.0,26.0,2.0,20.0,15.0,0,0,0,0,1,0,0,0,0,0,1,0,0.203,0.097
157,6.7,261,32,21,1.0,21.0,37.0,8.0,0.0,1.0,17.0,4.0,1.0,1.0,1.0,3.0,2.0,7.0,1.0,32.0,32.0,0,0,0,0,1,0,0,0,0,0,1,0,0.161,0.102
158,7.2,307,60,26,8.0,22.0,39.0,3.0,0.0,11.0,32.0,9.0,3.0,1.0,0.0,0.0,0.0,1.0,3.0,48.0,25.0,0,0,0,0,1,0,0,0,0,0,1,0,0.185,0.134
159,7.1,292,37,22,7.0,16.0,19.0,9.0,0.0,7.0,29.0,10.0,30.0,1.0,13.0,1.0,1.0,5.0,2.0,53.0,24.0,0,0,0,0,1,0,0,0,0,0,1,0,0.184,0.126
160,7.1,239,31,21,4.0,15.0,24.0,18.0,0.0,16.0,22.0,1.0,17.0,1.0,0.0,0.0,2.0,14.0,1.0,41.0,7.0,0,0,0,0,1,0,0,0,0,0,1,0,0.219,0.113
161,7.7,288,38,20,0.0,56.0,48.0,1.0,0.0,1.0,23.0,1.0,0.0,1.0,0.0,7.0,0.0,0.0,1.0,28.0,8.0,0,0,0,0,1,0,0,0,0,0,1,0,0.156,0.084
162,7.8,295,35,30,20.0,27.0,31.0,3.0,0.0,11.0,22.0,5.0,0.0,1.0,4.0,5.0,2.0,15.0,1.0,49.0,9.0,0,0,0,0,1,0,1,0,0,0,0,0,0.228,0.095
163,7.7,225,24,23,16.0,42.0,21.0,7.0,0.0,9.0,19.0,1.0,1.0,3.0,2.0,11.0,2.0,3.0,1.0,33.0,4.0,0,1,0,0,0,0,0,0,1,0,0,0,0.216,0.066
164,7.2,296,95,20,7.0,31.0,39.0,10.0,0.0,5.0,34.0,1.0,0.0,1.0,0.0,5.0,1.0,11.0,4.0,33.0,31.0,0,0,0,0,1,0,0,0,0,0,1,0,0.226,0.074
165,7.5,243,48,17,2.0,24.0,19.0,3.0,0.0,7.0,32.0,3.0,0.0,2.0,0.0,0.0,1.0,31.0,0.0,44.0,21.0,0,0,0,0,1,0,0,0,0,0,1,0,0.182,0.101
166,7.9,320,75,19,5.0,40.0,60.0,17.0,0.0,14.0,29.0,5.0,0.0,10.0,0.0,2.0,7.0,11.0,3.0,43.0,11.0,0,0,0,0,1,0,0,0,0,0,1,0,0.175,0.077
167,7.1,292,45,25,6.0,39.0,35.0,2.0,0.0,3.0,32.0,0.0,0.0,2.0,0.0,4.0,5.0,6.0,3.0,50.0,22.0,0,0,0,0,1,0,0,0,0,0,1,0,0.187,0.122
168,7.8,283,67,19,12.0,33.0,9.0,24.0,0.0,27.0,11.0,0.0,0.0,0.0,0.0,9.0,3.0,4.0,1.0,54.0,40.0,0,0,0,0,1,0,0,0,0,0,1,0,0.202,0.086
169,7.7,294,56,24,21.0,52.0,21.0,3.0,0.0,20.0,45.0,14.0,0.0,0.0,0.0,5.0,4.0,3.0,1.0,9.0,17.0,0,0,0,0,1,0,0,0,0,0,1,0,0.195,0.079
170,7.8,322,42,19,52.0,57.0,29.0,16.0,0.0,22.0,17.0,12.0,0.0,13.0,0.0,8.0,8.0,6.0,3.0,0.0,6.0,0,0,0,0,1,0,0,0,0,0,1,0,0.174,0.111
171,8.4,287,66,15,11.0,59.0,58.0,13.0,0.0,7.0,32.0,10.0,0.0,5.0,0.0,11.0,5.0,17.0,2.0,0.0,24.0,1,0,0,0,0,0,0,0,0,0,1,0,0.204,0.092
172,7.7,253,52,21,16.0,18.0,28.0,14.0,0.0,10.0,44.0,8.0,0.0,4.0,0.0,0.0,22.0,15.0,4.0,0.0,26.0,0,0,0,0,1,0,0,0,0,0,1,0,0.17,0.133
173,7.9,268,65,24,13.0,41.0,18.0,19.0,0.0,19.0,23.0,6.0,0.0,4.0,0.0,0.0,6.0,19.0,3.0,0.0,11.0,0,0,0,0,1,0,0,0,0,0,1,0,0.215,0.087
174,8.0,283,39,33,6.0,42.0,36.0,10.0,0.0,8.0,46.0,3.0,0.0,1.0,0.0,7.0,2.0,21.0,2.0,0.0,18.0,0,0,0,0,1,0,0,0,0,0,1,0,0.195,0.084
175,7.7,279,30,25,1.0,86.0,45.0,1.0,0.0,2.0,23.0,0.0,0.0,2.0,0.0,0.0,5.0,2.0,0.0,0.0,2.0,0,0,0,0,1,0,0,0,0,0,1,0,0.198,0.082
176,7.6,260,63,25,15.0,37.0,30.0,6.0,0.0,12.0,57.0,1.0,0.0,0.0,0.0,3.0,1.0,35.0,1.0,0.0,10.0,0,0,0,0,1,0,0,0,0,0,1,0,0.213,0.096
177,7.4,260,70,21,4.0,32.0,26.0,6.0,0.0,7.0,28.0,6.0,0.0,1.0,0.0,0.0,2.0,3.0,0.0,62.0,26.0,0,0,0,0,1,0,0,0,0,0,1,0,0.2,0.111
178,8.2,501,62,27,42.0,44.0,28.0,5.0,0.0,8.0,55.0,10.0,0.0,5.0,0.0,15.0,7.0,5.0,4.0,83.0,33.0,0,0,0,0,1,0,0,0,0,0,1,0,0.204,0.078
179,7.5,218,61,25,8.0,50.0,6.0,12.0,0.0,11.0,21.0,8.0,0.0,2.0,0.0,0.0,3.0,1.0,3.0,5.0,4.0,0,0,0,0,1,0,0,0,0,0,0,1,0.189,0.103
180,8.0,318,55,28,32.0,37.0,31.0,9.0,0.0,29.0,42.0,6.0,0.0,5.0,0.0,2.0,3.0,12.0,0.0,11.0,3.0,0,0,0,0,1,0,0,0,0,0,1,0,0.216,0.072
181,8.0,273,59,24,2.0,58.0,15.0,5.0,0.0,7.0,9.0,5.0,0.0,18.0,0.0,14.0,2.0,0.0,2.0,30.0,10.0,0,0,0,0,1,0,0,0,0,0,1,0,0.182,0.082
182,8.0,234,48,27,16.0,21.0,17.0,10.0,0.0,2.0,22.0,0.0,0.0,2.0,0.0,7.0,0.0,10.0,1.0,39.0,16.0,0,0,0,0,1,0,0,0,0,0,1,0,0.21,0.08
183,8.9,382,33,20,30.0,54.0,63.0,13.0,0.0,19.0,30.0,4.0,0.0,4.0,0.0,7.0,1.0,11.0,2.0,68.0,9.0,0,0,0,0,1,0,0,0,0,0,1,0,0.211,0.102
184,9.3,501,54,30,39.0,87.0,89.0,30.0,0.0,28.0,34.0,7.0,0.0,4.0,0.0,0.0,9.0,30.0,4.0,44.0,22.0,0,0,0,0,1,0,0,0,0,0,1,0,0.191,0.085
185,9.7,522,107,54,23.0,76.0,73.0,31.0,2.0,18.0,45.0,17.0,15.0,8.0,12.0,12.0,15.0,19.0,8.0,31.0,11.0,0,0,1,0,0,0,0,0,1,0,0,0,0.204,0.069
